ticket_id,ticket_text,tenure,department,priority
TKT00488,platform help customer bug server password,1,Tech,Low
TKT00489,problem customer issue request password profile invoice,28,Account,Medium
TKT00490,issue team system password login subscription,20,Account,Medium
TKT00491,request team customer platform improvement experience bug,56,Feedback,Medium
TKT00492,problem platform issue request api crash login,55,Tech,High
TKT00493,problem team system review suggestion login,28,Feedback,Medium
TKT00494,support platform issue request subscription refund password,27,Billing,Medium
TKT00495,problem support system access login improvement,14,Account,Medium
TKT00496,customer help problem api server review,36,Tech,Medium
TKT00497,team issue service help invoice payment login,48,Billing,Medium
TKT00498,support platform system login password api,9,Account,Low
TKT00499,help problem issue system request experience review plan,14,Feedback,Medium
TKT00500,help problem team customer request demo upgrade experience,9,Sales,Medium
TKT00501,customer service support issue help payment charge login,13,Billing,Medium
TKT00502,platform problem system request experience feature crash,24,Feedback,High
TKT00503,service request system bug error experience,48,Tech,Medium
TKT00504,customer request system issue service crash server login,39,Tech,High
TKT00505,service issue team support subscription refund password,49,Billing,Medium
TKT00506,team platform customer feature review charge,5,Feedback,Low
TKT00507,request platform system invoice subscription authentication,19,Account,Low
TKT00508,service problem team system charge refund pricing,6,Account,Medium
TKT00509,team help customer api server quotation,27,Tech,Medium
TKT00510,help request service system team feature suggestion invoice,49,Feedback,Medium
TKT00511,problem support system team suggestion experience pricing,23,Feedback,Medium
TKT00512,support issue problem authentication login subscription,60,Account,Medium
TKT00513,customer service support platform feature suggestion quotation,6,Feedback,Low
TKT00514,request system help error server invoice,28,Tech,Medium
TKT00515,platform support customer system feature review authentication,20,Feedback,Low
TKT00516,service issue problem customer authentication profile refund,33,Account,Medium
TKT00517,platform support customer help quotation upgrade password,57,Sales,Medium
TKT00518,request support help team api server review,30,Tech,Medium
TKT00519,team support problem platform login authentication demo,58,Account,Medium
TKT00520,team request support help customer demo pricing login,43,Sales,Medium
TKT00521,platform issue system team invoice charge pricing,43,Billing,Medium
TKT00522,support problem team review feature upgrade,16,Feedback,Medium
TKT00523,customer issue team system quotation demo suggestion,7,Sales,Medium
TKT00524,service team support system server api pricing,48,Tech,Medium
TKT00525,request help service support problem experience feature quotation,23,Feedback,Medium
TKT00526,customer problem team request suggestion feature access,30,Feedback,Medium
TKT00527,problem request issue system support quotation plan api,12,Sales,Medium
TKT00528,issue help system access authentication subscription,35,Account,Medium
TKT00529,problem customer help platform improvement suggestion quotation,16,Feedback,Medium
TKT00530,help request system platform pricing upgrade authentication,5,Account,Low
TKT00531,support help team system problem server bug demo,3,Tech,Medium
TKT00532,system support help upgrade plan server,25,Sales,Medium
TKT00533,service platform system customer team quotation plan invoice,13,Sales,Low
TKT00534,request service issue problem customer profile password server,47,Account,Medium
TKT00535,platform request support service login profile demo,33,Account,Medium
TKT00536,help issue team upgrade plan login,56,Sales,Medium
TKT00537,service request customer demo pricing server,19,Sales,Low
TKT00538,issue support help system request charge subscription login,49,Billing,Medium
TKT00539,help request platform service problem bug crash password,27,Tech,High
TKT00540,problem help issue team support charge subscription password,52,Billing,Medium
TKT00541,customer request team improvement review refund,37,Feedback,Medium
TKT00542,issue help platform api error charge,40,Tech,Medium
TKT00543,platform issue system charge refund quotation,17,Billing,Medium
TKT00544,help team customer system demo plan charge,5,Sales,Low
TKT00545,support problem system help issue access password suggestion,9,Account,Medium
TKT00546,request help problem platform support demo quotation error,15,Sales,Medium
TKT00547,issue help system request platform server error invoice,38,Tech,Medium
TKT00548,problem customer issue team support suggestion experience charge,34,Feedback,Medium
TKT00549,request help service system password access demo,53,Account,Medium
TKT00550,support help problem crash error upgrade,53,Tech,High
TKT00551,service team system quotation plan invoice,49,Sales,Medium
TKT00552,system team service request error server authentication,1,Feedback,Medium
TKT00553,platform issue request subscription payment authentication,55,Billing,Medium
TKT00554,help service system team error bug demo,4,Tech,Medium
TKT00555,customer platform issue request subscription refund review,24,Account,Medium
TKT00556,team service customer crash bug pricing,53,Tech,High
TKT00557,support request issue login password error,11,Account,Medium
TKT00558,team issue platform support help payment refund plan,25,Billing,Medium
TKT00559,platform customer support problem bug crash upgrade,8,Tech,High
TKT00560,customer platform support system improvement suggestion api,1,Feedback,Low
TKT00561,service issue problem system request improvement suggestion crash,2,Feedback,High
TKT00562,problem system issue customer pricing plan server,46,Sales,Medium
TKT00563,help system issue service invoice payment error,8,Billing,Medium
TKT00564,team system service customer help profile access payment,20,Account,Low
TKT00565,customer service platform team issue review feature demo,56,Feedback,Medium
TKT00566,request support platform system pricing plan refund,53,Sales,Medium
TKT00567,platform problem issue request support error crash experience,13,Tech,High
TKT00568,customer platform support service subscription charge login,36,Billing,Medium
TKT00569,support platform team help problem bug crash quotation,12,Tech,High
TKT00570,help team support platform issue subscription charge error,19,Billing,Medium
TKT00571,team support service plan pricing api,31,Sales,Medium
TKT00572,request support problem api server refund,42,Tech,Medium
TKT00573,problem team issue login access suggestion,28,Account,Medium
TKT00574,service issue request system help authentication profile review,60,Account,Medium
TKT00575,issue problem platform service team review suggestion plan,26,Feedback,Medium
TKT00576,support request help issue customer payment refund access,24,Billing,Medium
TKT00577,system platform help team crash error feature,31,Tech,High
TKT00578,help team service problem api error experience,45,Tech,Medium
TKT00579,request problem issue service quotation pricing server,49,Sales,Medium
TKT00580,issue service help password login improvement,9,Account,Medium
TKT00581,customer help platform request quotation demo server,29,Account,Medium
TKT00582,customer problem issue system access login pricing,50,Account,Medium
TKT00583,customer platform system experience suggestion error,53,Feedback,Medium
TKT00584,service platform support help bug server login,10,Tech,Low
TKT00585,team problem issue help crash error login,29,Tech,High
TKT00586,team platform help crash server login,19,Tech,High
TKT00587,problem system customer help bug error experience,38,Tech,Medium
TKT00588,system service support crash server profile,10,Tech,High
TKT00589,issue team service problem refund payment pricing,2,Billing,Medium
TKT00590,platform system support error bug demo,15,Tech,Medium
TKT00591,service system help problem customer access password server,35,Account,Medium
TKT00592,customer platform team payment refund plan,38,Billing,Medium
TKT00593,team request service help support experience review login,12,Feedback,Low
TKT00594,platform problem issue request customer login authentication upgrade,59,Account,Medium
TKT00595,service issue problem customer crash error plan,41,Tech,High
TKT00596,service team customer problem password access improvement,41,Account,Medium
TKT00597,platform system service demo pricing bug,10,Sales,Low
TKT00598,service problem issue team payment subscription crash,46,Billing,High
TKT00599,team customer platform pricing demo login,47,Billing,Medium
TKT00600,customer team help password login api,14,Account,Low
TKT00601,problem support platform invoice refund suggestion,22,Billing,Medium
TKT00602,service system problem issue platform experience improvement charge,12,Sales,Medium
TKT00603,team service customer problem login access suggestion,31,Account,Medium
TKT00604,support issue service help team suggestion experience upgrade,57,Feedback,Medium
TKT00605,customer help system support issue crash api subscription,43,Tech,High
TKT00606,customer request system login password refund,38,Account,Medium
TKT00607,help issue service bug crash pricing,41,Tech,High
TKT00608,request issue team service system password access plan,15,Account,Medium
TKT00609,issue service support system customer crash error login,43,Tech,High
TKT00610,service request platform bug api feature,41,Tech,Medium
TKT00611,system issue help customer experience improvement refund,49,Feedback,Medium
TKT00612,service customer help support feature improvement login,43,Feedback,Medium
TKT00613,system service platform problem help experience feature authentication,21,Feedback,Medium
TKT00614,issue platform customer help request suggestion improvement subscription,3,Feedback,Medium
TKT00615,problem system support request improvement feature access,31,Feedback,Medium
TKT00616,problem request support charge refund authentication,42,Billing,Medium
TKT00617,customer problem request service server crash plan,10,Tech,High
TKT00618,platform issue help request experience feature bug,52,Sales,Medium
TKT00619,request service support problem help api crash charge,23,Tech,High
TKT00620,service team system customer charge invoice password,22,Billing,Low
TKT00621,service request team customer issue server bug plan,3,Tech,Medium
TKT00622,platform customer service support password access upgrade,34,Account,Medium
TKT00623,help service support platform invoice subscription crash,55,Billing,High
TKT00624,team platform system bug server login,16,Tech,Low
TKT00625,system team service request suggestion improvement crash,37,Feedback,High
TKT00626,support problem service request team refund subscription quotation,14,Billing,Medium
TKT00627,system service platform request pricing plan experience,12,Sales,Low
TKT00628,help customer issue refund payment profile,15,Billing,Medium
TKT00629,issue service problem help access login review,18,Account,Medium
TKT00630,issue help team problem customer experience review login,32,Feedback,Medium
TKT00631,issue team help crash error authentication,1,Tech,High
TKT00632,team customer help service server api upgrade,46,Tech,Medium
TKT00633,system request customer issue pricing plan profile,47,Sales,Medium
TKT00634,system service team request invoice payment plan,60,Billing,Medium
TKT00635,help support problem system request invoice charge review,54,Billing,Medium
TKT00636,customer request problem system platform experience review demo,58,Feedback,Medium
TKT00637,support customer help service team feature suggestion charge,41,Feedback,Medium
TKT00638,issue service help plan pricing authentication,31,Sales,Medium
TKT00639,support customer help pricing plan invoice,30,Sales,Medium
TKT00640,request support platform team payment subscription review,22,Billing,Low
TKT00641,help system issue demo upgrade improvement,26,Sales,Medium
TKT00642,team service platform support issue experience suggestion password,36,Feedback,Medium
TKT00643,customer system service platform team upgrade plan bug,54,Sales,Medium
TKT00644,request team service customer demo pricing suggestion,33,Sales,Medium
TKT00645,request customer support authentication password refund,48,Account,Medium
TKT00646,problem system help customer payment charge access,6,Billing,Medium
TKT00647,support problem platform issue suggestion improvement pricing,3,Feedback,Medium
TKT00648,issue request support invoice refund password,46,Billing,Medium
TKT00649,issue support platform bug crash authentication,28,Tech,High
TKT00650,issue team support problem service feature experience quotation,50,Feedback,Medium
TKT00651,help issue customer request plan demo invoice,15,Account,Medium
TKT00652,request platform help review feature password,45,Feedback,Medium
TKT00653,team help customer problem system experience improvement invoice,51,Feedback,Medium
TKT00654,system team request api crash refund,49,Tech,High
TKT00655,platform system issue support upgrade quotation authentication,15,Sales,Medium
TKT00656,service request support help platform improvement review password,45,Feedback,Medium
TKT00657,help platform service customer demo pricing login,23,Sales,Low
TKT00658,problem customer support feature experience quotation,60,Feedback,Medium
TKT00659,system customer help service plan quotation experience,51,Sales,Medium
TKT00660,system problem customer support request feature suggestion access,53,Feedback,Medium
TKT00661,service issue help feature experience refund,28,Feedback,Medium
TKT00662,customer support system subscription refund api,40,Billing,Medium
TKT00663,service customer request profile login review,29,Account,Medium
TKT00664,customer service platform feature suggestion plan,37,Feedback,Medium
TKT00665,issue request customer server error quotation,4,Tech,Medium
TKT00666,system service customer demo pricing invoice,42,Sales,Medium
TKT00667,customer system service invoice subscription feature,36,Billing,Medium
TKT00668,help issue customer platform support improvement suggestion subscription,60,Sales,Medium
TKT00669,customer help issue system quotation upgrade api,36,Sales,Medium
TKT00670,platform service request subscription payment crash,18,Billing,High
TKT00671,customer problem help platform error server charge,21,Tech,Medium
TKT00672,platform request customer invoice charge access,53,Billing,Medium
TKT00673,team platform help password profile quotation,11,Account,Low
TKT00674,team request system api bug experience,23,Tech,Low
TKT00675,team help system feature suggestion api,49,Feedback,Medium
TKT00676,platform issue problem invoice payment profile,31,Billing,Medium
TKT00677,help customer system upgrade plan crash,38,Sales,High
TKT00678,team help request error server profile,13,Tech,Medium
TKT00679,help customer issue service system refund subscription review,24,Billing,Medium
TKT00680,platform problem customer system issue quotation upgrade crash,7,Sales,High
TKT00681,system request service platform refund subscription experience,45,Billing,Medium
TKT00682,system platform support team help api crash quotation,5,Tech,High
TKT00683,issue team problem platform plan upgrade improvement,60,Sales,Medium
TKT00684,support request help team service feature experience bug,46,Feedback,Medium
TKT00685,help support platform request customer invoice charge login,27,Billing,Medium
TKT00686,request help team issue service payment invoice api,43,Billing,Medium
TKT00687,platform system issue pricing upgrade error,56,Sales,Medium
TKT00688,problem request support system upgrade pricing login,27,Sales,Medium
TKT00689,help team request customer system quotation plan experience,14,Sales,Low
TKT00690,system support issue platform experience improvement upgrade,31,Feedback,Medium
TKT00691,platform issue team request customer suggestion experience invoice,41,Feedback,Medium
TKT00692,support customer service profile login pricing,34,Account,Medium
TKT00693,help issue request platform support subscription payment feature,20,Billing,Medium
TKT00694,problem system service crash server charge,18,Tech,High
TKT00695,support issue system problem upgrade plan refund,45,Sales,Medium
TKT00696,system platform request subscription invoice demo,35,Billing,Medium
TKT00697,customer system platform password authentication improvement,38,Account,Medium
TKT00698,support customer team api crash invoice,48,Tech,High
TKT00699,support service help issue feature review subscription,12,Feedback,Medium
TKT00700,support system platform issue charge refund password,23,Billing,Medium
TKT00701,support system team service problem review improvement crash,51,Feedback,High
TKT00702,request problem customer system support subscription charge pricing,31,Billing,Medium
TKT00703,service request platform payment subscription quotation,32,Billing,Medium
TKT00704,problem team help system customer bug server upgrade,43,Tech,Medium
TKT00705,request issue customer problem support authentication password bug,46,Account,Medium
TKT00706,team request issue access authentication suggestion,34,Account,Medium
TKT00707,platform problem team support experience feature password,41,Feedback,Medium
TKT00708,team system customer request help error api plan,5,Tech,Medium
TKT00709,problem system service plan upgrade suggestion,18,Sales,Medium
TKT00710,help support problem customer issue plan pricing bug,51,Sales,Medium
TKT00711,platform problem system support server crash access,42,Tech,High
TKT00712,platform service help experience feature error,12,Feedback,Medium
TKT00713,support help issue experience suggestion demo,53,Feedback,Medium
TKT00714,platform problem service system subscription invoice review,47,Billing,Medium
TKT00715,support help issue platform invoice payment error,48,Billing,Medium
TKT00716,platform problem team service issue authentication profile server,34,Account,Medium
TKT00717,system help platform server crash profile,2,Tech,High
TKT00718,system support problem issue bug error demo,1,Tech,Medium
TKT00719,customer help request review experience access,16,Sales,Low
TKT00720,platform system service help suggestion feature subscription,23,Feedback,Low
TKT00721,request support platform system problem suggestion feature server,11,Feedback,Medium
TKT00722,request help problem upgrade pricing bug,11,Sales,Medium
TKT00723,issue platform request team help plan quotation api,1,Sales,Medium
TKT00724,system request issue quotation plan review,52,Sales,Medium
TKT00725,platform system issue login authentication improvement,29,Account,Medium
TKT00726,help team problem system customer error api quotation,54,Tech,Medium
TKT00727,team support system issue service improvement feature upgrade,34,Feedback,Medium
TKT00728,service customer problem request login password pricing,8,Account,Medium
TKT00729,issue service problem request crash bug login,58,Tech,High
TKT00730,team system help request support authentication profile demo,35,Account,Medium
TKT00731,service request problem profile password error,32,Account,Medium
TKT00732,issue platform problem service request upgrade pricing refund,34,Sales,Medium
TKT00733,customer problem help team request pricing quotation profile,7,Sales,Medium
TKT00734,customer issue platform access login experience,23,Account,Medium
TKT00735,team issue system customer charge subscription feature,35,Billing,Medium
TKT00736,request service team platform feature experience demo,8,Feedback,Low
TKT00737,request support team help demo plan feature,27,Sales,Medium
TKT00738,platform system help team support feature review authentication,29,Feedback,Medium
TKT00739,customer team request upgrade quotation api,8,Sales,Low
TKT00740,team system service support password login error,28,Account,Medium
TKT00741,customer team request review suggestion quotation,52,Billing,Medium
TKT00742,platform help problem service charge invoice api,40,Account,Medium
TKT00743,team system help issue access authentication feature,47,Account,Medium
TKT00744,platform issue customer demo upgrade experience,9,Billing,Medium
TKT00745,support problem service upgrade pricing invoice,28,Sales,Medium
TKT00746,system help service support login profile quotation,24,Sales,Low
TKT00747,service problem customer feature improvement server,11,Feedback,Medium
TKT00748,problem customer service help review improvement error,22,Feedback,Medium
TKT00749,request problem team demo pricing error,5,Sales,Medium
TKT00750,service team support login password upgrade,48,Account,Medium
TKT00751,problem help platform payment refund api,53,Billing,Medium
TKT00752,help platform problem customer password login demo,58,Account,Medium
TKT00753,help customer request improvement experience profile,14,Feedback,Low
TKT00754,system platform service feature improvement login,20,Feedback,Low
TKT00755,customer issue system refund payment password,41,Billing,Medium
TKT00756,team system issue invoice payment bug,45,Billing,Medium
TKT00757,system support request server bug access,43,Tech,Medium
TKT00758,team customer problem plan quotation bug,10,Sales,Medium
TKT00759,help team issue access login charge,53,Feedback,Medium
TKT00760,platform help team customer charge payment password,49,Billing,Medium
TKT00761,request help platform authentication login invoice,12,Account,Low
TKT00762,problem team help refund subscription access,57,Billing,Medium
TKT00763,issue team system demo quotation charge,31,Sales,Medium
TKT00764,system platform customer team suggestion experience crash,26,Feedback,High
TKT00765,service request platform server crash password,43,Tech,High
TKT00766,support platform issue suggestion review api,57,Feedback,Medium
TKT00767,problem customer team request pricing quotation crash,18,Sales,High
TKT00768,problem service request help improvement feature pricing,23,Feedback,Medium
TKT00769,platform help system support crash api authentication,16,Tech,High
TKT00770,customer team issue request service pricing demo login,59,Sales,Medium
TKT00771,request platform service team refund invoice bug,60,Feedback,Medium
TKT00772,team issue problem customer review suggestion refund,7,Feedback,Medium
TKT00773,problem team platform payment refund password,26,Billing,Medium
TKT00774,platform help system issue charge refund access,55,Billing,Medium
TKT00775,support help problem service subscription refund access,14,Billing,Medium
TKT00776,help request platform error crash feature,24,Tech,High
TKT00777,issue service team authentication password error,55,Account,Medium
TKT00778,support request issue profile password plan,42,Account,Medium
TKT00779,team request customer support issue bug server pricing,17,Tech,Medium
TKT00780,support problem customer api bug suggestion,58,Tech,Medium
TKT00781,platform problem support review suggestion crash,6,Feedback,High
TKT00782,support problem platform login profile subscription,42,Account,Medium
TKT00783,service request support team login authentication refund,13,Account,Low
TKT00784,team support platform request system access password error,45,Account,Medium
TKT00785,problem request platform help issue suggestion feature subscription,60,Feedback,Medium
TKT00786,support request system error api upgrade,18,Tech,Medium
TKT00787,help platform request plan pricing api,25,Sales,Medium
TKT00788,service issue customer platform problem charge payment crash,49,Billing,High
TKT00789,request help problem service bug error upgrade,18,Tech,Medium
TKT00790,service issue request system feature review payment,16,Feedback,Medium
TKT00791,platform service help problem plan demo server,14,Sales,Medium
TKT00792,request service system problem issue pricing plan review,36,Billing,Medium
TKT00793,support help customer login password payment,31,Account,Medium
TKT00794,system issue help service feature review access,54,Feedback,Medium
TKT00795,service support issue charge payment error,8,Billing,Medium
TKT00796,platform customer request team experience feature quotation,58,Feedback,Medium
TKT00797,team support service experience suggestion crash,17,Feedback,High
TKT00798,help customer service system password access pricing,36,Account,Medium
TKT00799,help customer request api bug access,52,Tech,Medium
TKT00800,problem service team system platform password access upgrade,20,Account,Medium
TKT00801,issue help customer request system charge payment profile,51,Billing,Medium
TKT00802,issue system service problem request quotation plan feature,56,Sales,Medium
TKT00803,platform team service charge refund plan,18,Billing,Low
TKT00804,platform support issue customer system crash error improvement,55,Tech,High
TKT00805,team service platform help customer suggestion review bug,37,Feedback,Medium
TKT00806,help request service issue demo plan invoice,13,Sales,Medium
TKT00807,request team help server api review,54,Sales,Medium
TKT00808,customer help team system support error api upgrade,27,Tech,Medium
TKT00809,service platform help system support invoice subscription quotation,39,Billing,Medium
TKT00810,help system platform request service server bug profile,12,Tech,Low
TKT00811,problem issue support experience review subscription,19,Feedback,Medium
TKT00812,problem customer support improvement feature pricing,7,Feedback,Medium
TKT00813,problem help team platform support error api quotation,11,Tech,Medium
TKT00814,team system customer platform quotation plan password,57,Sales,Medium
TKT00815,help system request problem team plan quotation improvement,11,Sales,Medium
TKT00816,system request customer quotation upgrade subscription,40,Sales,Medium
TKT00817,system service problem platform review experience subscription,60,Billing,Medium
TKT00818,customer problem issue system help bug server review,27,Tech,Medium
TKT00819,service problem platform help team api bug plan,17,Feedback,Medium
TKT00820,platform customer support system suggestion review password,18,Feedback,Low
TKT00821,team help problem request support subscription payment password,47,Billing,Medium
TKT00822,team customer request service server error charge,16,Tech,Medium
TKT00823,platform customer problem help plan demo access,59,Sales,Medium
TKT00824,issue system request problem team server api refund,12,Tech,Medium
TKT00825,support request problem upgrade plan experience,34,Sales,Medium
TKT00826,customer issue team request plan quotation improvement,40,Sales,Medium
TKT00827,issue customer help profile authentication upgrade,38,Account,Medium
TKT00828,problem service customer authentication profile suggestion,41,Account,Medium
TKT00829,support platform team profile access experience,34,Account,Medium
TKT00830,help platform request customer team bug error invoice,9,Tech,Medium
TKT00831,request team issue suggestion feature error,26,Feedback,Medium
TKT00832,help support request system team feature improvement error,20,Feedback,Medium
TKT00833,support team system platform customer plan demo server,10,Sales,Low
TKT00834,issue service system charge invoice plan,18,Billing,Medium
TKT00835,problem issue platform team support crash bug pricing,54,Tech,High
TKT00836,request service system help problem login password charge,15,Account,Medium
TKT00837,service team request server error demo,5,Tech,Medium
TKT00838,support request issue team problem authentication profile payment,16,Account,Medium
TKT00839,customer support service review improvement refund,15,Feedback,Low
TKT00840,platform customer request team subscription charge review,22,Billing,Low
TKT00841,team issue problem system refund invoice improvement,59,Billing,Medium
TKT00842,service request issue support error crash authentication,7,Tech,High
TKT00843,support issue service login password suggestion,52,Account,Medium
TKT00844,system request team service platform profile login crash,40,Account,High
TKT00845,team issue customer support help refund subscription pricing,21,Billing,Medium
TKT00846,request service platform charge payment plan,34,Billing,Medium
TKT00847,customer support request service platform refund invoice api,11,Billing,Low
TKT00848,service request help team charge subscription review,4,Billing,Low
TKT00849,service support issue team help profile password payment,17,Account,Medium
TKT00850,team problem issue help refund charge improvement,59,Billing,Medium
TKT00851,support customer issue system service access authentication experience,6,Account,Medium
TKT00852,request support customer problem system charge payment quotation,4,Billing,Medium
TKT00853,customer issue support team profile authentication server,43,Account,Medium
TKT00854,platform issue problem improvement experience invoice,4,Feedback,Medium
TKT00855,platform system support quotation upgrade invoice,56,Sales,Medium
TKT00856,help platform team support demo quotation login,50,Sales,Medium
TKT00857,service request support customer team plan demo experience,14,Sales,Low
TKT00858,service system customer support profile login suggestion,25,Account,Medium
TKT00859,platform support help service bug api login,49,Tech,Medium
TKT00860,team system service problem invoice payment plan,19,Billing,Medium
TKT00861,request problem system team support authentication profile demo,12,Account,Medium
TKT00862,service customer request improvement feature crash,1,Feedback,High
TKT00863,team help customer improvement review password,33,Feedback,Medium
TKT00864,team platform system customer service invoice refund password,60,Billing,Medium
TKT00865,problem system service support login access error,30,Account,Medium
TKT00866,help system problem issue customer quotation demo charge,58,Sales,Medium
TKT00867,issue service customer problem support bug server suggestion,41,Tech,Medium
TKT00868,problem service support team suggestion improvement invoice,44,Feedback,Medium
TKT00869,platform team customer access password refund,2,Account,Low
TKT00870,issue request system support quotation upgrade server,18,Sales,Medium
TKT00871,platform problem help support api server experience,26,Tech,Medium
TKT00872,help system team support error api upgrade,28,Tech,Medium
TKT00873,service customer system subscription invoice experience,24,Billing,Low
TKT00874,help system request customer team crash api payment,28,Tech,High
TKT00875,issue support team upgrade plan authentication,18,Sales,Medium
TKT00876,customer platform help subscription invoice authentication,4,Billing,Low
TKT00877,request system team subscription invoice suggestion,14,Billing,Low
TKT00878,team customer help request suggestion improvement refund,55,Feedback,Medium
TKT00879,platform problem team bug crash review,44,Tech,High
TKT00880,request system problem feature improvement password,13,Feedback,Medium
TKT00881,team problem support platform service upgrade pricing payment,19,Sales,Medium
TKT00882,service support request platform team experience suggestion server,20,Feedback,Low
TKT00883,platform problem help customer service server api subscription,49,Tech,Medium
TKT00884,service system help support issue upgrade quotation profile,31,Sales,Medium
TKT00885,team help system problem quotation pricing payment,5,Sales,Medium
TKT00886,request support team customer service refund subscription error,47,Billing,Medium
TKT00887,system team help issue password login error,59,Account,Medium
TKT00888,system problem service refund payment demo,52,Billing,Medium
TKT00889,platform support issue customer system password access crash,57,Sales,High
TKT00890,system problem service team access authentication refund,25,Account,Medium
TKT00891,help team issue server api payment,8,Tech,Medium
TKT00892,team support service issue subscription invoice demo,17,Billing,Medium
TKT00893,platform request support problem refund invoice server,22,Billing,Medium
TKT00894,request team help feature review quotation,17,Feedback,Low
TKT00895,platform support customer payment subscription login,18,Billing,Low
TKT00896,customer problem team review experience payment,43,Feedback,Medium
TKT00897,support customer team pricing quotation review,58,Sales,Medium
TKT00898,support issue service help problem crash bug charge,40,Tech,High
TKT00899,customer service support server crash plan,20,Tech,High
TKT00900,system problem issue team plan quotation suggestion,16,Account,Medium
TKT00901,platform problem service issue request charge refund improvement,24,Billing,Medium
TKT00902,support service platform quotation plan suggestion,49,Sales,Medium
TKT00903,customer platform team upgrade plan login,8,Sales,Low
TKT00904,customer system help problem request upgrade demo error,18,Sales,Medium
TKT00905,help customer problem refund charge quotation,11,Billing,Medium
TKT00906,problem system help team quotation demo feature,39,Sales,Medium
TKT00907,help service problem password login server,60,Account,Medium
TKT00908,request help team server crash pricing,51,Tech,High
TKT00909,problem support customer request improvement suggestion subscription,6,Feedback,Medium
TKT00910,support service customer feature review access,31,Feedback,Medium
TKT00911,system support help platform experience review invoice,51,Feedback,Medium
TKT00912,team help issue customer login access charge,8,Account,Medium
TKT00913,team request service issue problem feature experience demo,30,Feedback,Medium
TKT00914,issue platform customer problem support api bug experience,19,Tech,Medium
TKT00915,support issue platform profile password payment,32,Feedback,Medium
TKT00916,request customer problem experience improvement plan,25,Feedback,Medium
TKT00917,customer problem team password authentication upgrade,31,Account,Medium
TKT00918,issue problem service help bug server pricing,58,Tech,Medium
TKT00919,problem platform help request improvement suggestion error,20,Feedback,Medium
TKT00920,system problem team suggestion review server,5,Feedback,Medium
TKT00921,platform system customer feature experience refund,52,Feedback,Medium
TKT00922,service request help customer system payment invoice experience,40,Billing,Medium
TKT00923,customer help request improvement experience refund,45,Feedback,Medium
TKT00924,team issue request support api crash charge,58,Tech,High
TKT00925,request service issue platform team plan quotation api,38,Sales,Medium
TKT00926,support customer service problem suggestion experience api,60,Feedback,Medium
TKT00927,help issue request service customer bug crash experience,54,Tech,High
TKT00928,problem customer team platform charge payment api,59,Billing,Medium
TKT00929,system issue support service problem authentication profile demo,10,Account,Medium
TKT00930,help request issue team plan upgrade profile,54,Sales,Medium
TKT00931,system platform support request service feature suggestion payment,53,Feedback,Medium
TKT00932,problem platform issue help login profile plan,47,Account,Medium
TKT00933,request help customer service issue pricing demo authentication,52,Sales,Medium
TKT00934,team customer request problem support upgrade quotation profile,16,Sales,Medium
TKT00935,problem issue system review feature refund,46,Feedback,Medium
TKT00936,team help problem customer issue server api invoice,27,Tech,Medium
TKT00937,support issue team request system authentication login server,48,Tech,Medium
TKT00938,team help customer system profile access review,34,Account,Medium
TKT00939,service problem support request bug crash subscription,14,Tech,High
TKT00940,team problem issue customer platform refund payment quotation,29,Billing,Medium
TKT00941,system service support request pricing plan server,47,Sales,Medium
TKT00942,team help request login password upgrade,6,Account,Low
TKT00943,help issue platform problem team subscription payment profile,3,Billing,Medium
TKT00944,team service problem upgrade plan payment,8,Sales,Medium
TKT00945,help issue platform plan demo improvement,20,Sales,Medium
TKT00946,problem customer platform team system plan upgrade profile,58,Sales,Medium
TKT00947,platform request support system help charge subscription authentication,17,Billing,Low
TKT00948,platform support help customer team charge payment feature,19,Billing,Low
TKT00949,issue support customer server error authentication,60,Tech,Medium
TKT00950,request issue platform payment refund access,41,Billing,Medium
TKT00951,problem service issue profile authentication pricing,57,Account,Medium
TKT00952,support problem issue service authentication login invoice,10,Account,Medium
TKT00953,platform customer system plan quotation review,12,Sales,Low
TKT00954,request system help support problem bug crash feature,36,Tech,High
TKT00955,customer request platform review improvement plan,58,Feedback,Medium
TKT00956,system issue service platform request authentication profile subscription,5,Account,Medium
TKT00957,team help platform problem review suggestion server,28,Feedback,Medium
TKT00958,request support problem quotation upgrade suggestion,30,Sales,Medium
TKT00959,issue team system problem support bug server charge,12,Tech,Medium
TKT00960,issue system support improvement review invoice,30,Feedback,Medium
TKT00961,request customer help service profile access plan,27,Account,Medium
TKT00962,problem issue service refund payment demo,21,Billing,Medium
TKT00963,help support system issue customer pricing plan improvement,50,Sales,Medium
TKT00964,issue request system team upgrade plan profile,16,Sales,Medium
TKT00965,support problem platform system customer refund subscription demo,11,Billing,Medium
TKT00966,system platform problem issue support review suggestion demo,40,Feedback,Medium
TKT00967,issue help service system platform quotation pricing subscription,51,Sales,Medium
TKT00968,issue platform service access authentication pricing,54,Account,Medium
TKT00969,help support request improvement suggestion payment,29,Feedback,Medium
TKT00970,service request customer system team server api invoice,13,Tech,Low
TKT00971,customer help support request platform subscription invoice review,55,Billing,Medium
TKT00972,system problem platform help issue quotation upgrade invoice,50,Sales,Medium
TKT00973,support issue service request access authentication pricing,38,Account,Medium
TKT00974,service problem customer experience feature error,46,Feedback,Medium
TKT00975,problem team customer improvement suggestion plan,12,Feedback,Medium
TKT00976,platform issue problem bug error login,56,Tech,Medium
TKT00977,team system help feature review access,3,Feedback,Low
