ticket_id,ticket_text,customer_tenure_months,previous_tickets_count
TKT00710,The application crashes frequently and shows unexpected errors.,21,1
TKT00711,The application crashes frequently and shows unexpected errors.,1,0
TKT00712,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,44,3
TKT00713,I would like more information about pricing and subscription plans.,20,1
TKT00714,I would like more information about pricing and subscription plans.,35,4
TKT00715,I have suggestions to improve the usability of the product.,3,4
TKT00716,The application crashes frequently and shows unexpected errors.,3,2
TKT00717,I need assistance updating my account details and password.,27,4
TKT00718,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,39,1
TKT00719,I was charged incorrectly and need clarification on my invoice.,28,0
TKT00720,I need assistance updating my account details and password.,39,3
TKT00721,I was charged incorrectly and need clarification on my invoice.,8,2
TKT00722,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,16,0
TKT00723,The application crashes frequently and shows unexpected errors.,11,2
TKT00724,I was charged incorrectly and need clarification on my invoice.,38,4
TKT00725,I was charged incorrectly and need clarification on my invoice.,12,2
TKT00726,I have suggestions to improve the usability of the product.,57,1
TKT00727,I need assistance updating my account details and password.,14,0
TKT00728,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,23,2
TKT00729,I was charged incorrectly and need clarification on my invoice.,1,1
TKT00730,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,7,2
TKT00731,I have suggestions to improve the usability of the product.,21,5
TKT00732,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,24,4
TKT00733,I was charged incorrectly and need clarification on my invoice.,4,1
TKT00734,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,35,2
TKT00735,The application crashes frequently and shows unexpected errors.,52,1
TKT00736,I was charged incorrectly and need clarification on my invoice.,13,6
TKT00737,I would like more information about pricing and subscription plans.,5,4
TKT00738,I need assistance updating my account details and password.,44,6
TKT00739,I have suggestions to improve the usability of the product.,16,2
TKT00740,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,2,1
TKT00741,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,16,3
TKT00742,The application crashes frequently and shows unexpected errors.,47,3
TKT00743,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,18,2
TKT00744,I was charged incorrectly and need clarification on my invoice.,48,2
TKT00745,The application crashes frequently and shows unexpected errors.,25,1
TKT00746,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,4,2
TKT00747,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,14,4
TKT00748,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,30,2
TKT00749,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,55,1
TKT00750,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,29,0
TKT00751,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,36,0
TKT00752,I have suggestions to improve the usability of the product.,26,0
TKT00753,I would like more information about pricing and subscription plans.,1,0
TKT00754,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,50,0
TKT00755,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,15,2
TKT00756,I need assistance updating my account details and password.,33,2
TKT00757,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,57,2
TKT00758,I need assistance updating my account details and password.,17,5
TKT00759,I was charged incorrectly and need clarification on my invoice.,49,6
TKT00760,I have suggestions to improve the usability of the product.,15,4
TKT00761,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,46,0
TKT00762,I have suggestions to improve the usability of the product.,1,2
TKT00763,I was charged incorrectly and need clarification on my invoice.,44,4
TKT00764,The application crashes frequently and shows unexpected errors.,54,3
TKT00765,I would like more information about pricing and subscription plans.,55,1
TKT00766,I was charged incorrectly and need clarification on my invoice.,59,0
TKT00767,I need assistance updating my account details and password.,20,2
TKT00768,I was charged incorrectly and need clarification on my invoice.,41,3
TKT00769,I was charged incorrectly and need clarification on my invoice.,26,5
TKT00770,I have suggestions to improve the usability of the product.,25,0
TKT00771,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,31,1
TKT00772,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,48,2
TKT00773,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,40,2
TKT00774,I have suggestions to improve the usability of the product.,52,4
TKT00775,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,53,1
TKT00776,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,10,2
TKT00777,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,38,1
TKT00778,I was charged incorrectly and need clarification on my invoice.,1,1
TKT00779,I need assistance updating my account details and password.,22,4
TKT00780,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,36,5
TKT00781,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,29,2
TKT00782,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,28,1
TKT00783,I need assistance updating my account details and password.,28,0
TKT00784,I would like more information about pricing and subscription plans.,13,2
TKT00785,I would like more information about pricing and subscription plans.,21,2
TKT00786,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,8,1
TKT00787,I was charged incorrectly and need clarification on my invoice.,40,2
TKT00788,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,5,2
TKT00789,The application crashes frequently and shows unexpected errors.,22,3
TKT00790,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,31,4
TKT00791,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,46,1
TKT00792,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,44,2
TKT00793,I need assistance updating my account details and password.,27,0
TKT00794,The application crashes frequently and shows unexpected errors.,35,1
TKT00795,I have suggestions to improve the usability of the product.,42,1
TKT00796,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,53,0
TKT00797,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,20,1
TKT00798,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,33,1
TKT00799,The application crashes frequently and shows unexpected errors.,36,2
TKT00800,I was charged incorrectly and need clarification on my invoice.,34,5
TKT00801,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,25,3
TKT00802,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,15,1
TKT00803,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,48,0
TKT00804,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,31,0
TKT00805,I have suggestions to improve the usability of the product.,48,1
TKT00806,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,24,1
TKT00807,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,34,6
TKT00808,I would like more information about pricing and subscription plans.,29,2
TKT00809,I need assistance updating my account details and password.,53,4
TKT00810,I have suggestions to improve the usability of the product.,48,1
TKT00811,I need assistance updating my account details and password.,55,2
TKT00812,I would like more information about pricing and subscription plans.,38,5
TKT00813,I would like more information about pricing and subscription plans.,39,4
TKT00814,I need assistance updating my account details and password.,28,4
TKT00815,I need assistance updating my account details and password.,55,3
TKT00816,I would like more information about pricing and subscription plans.,34,1
TKT00817,I was charged incorrectly and need clarification on my invoice.,51,2
TKT00818,The application crashes frequently and shows unexpected errors.,55,0
TKT00819,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,18,1
TKT00820,I would like more information about pricing and subscription plans.,31,2
TKT00821,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,30,3
TKT00822,I would like more information about pricing and subscription plans.,59,1
TKT00823,I would like more information about pricing and subscription plans.,15,0
TKT00824,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,47,2
TKT00825,The application crashes frequently and shows unexpected errors.,45,0
TKT00826,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,57,5
TKT00827,I need assistance updating my account details and password.,45,1
TKT00828,I have suggestions to improve the usability of the product.,35,0
TKT00829,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,55,2
TKT00830,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,20,3
TKT00831,I was charged incorrectly and need clarification on my invoice.,28,3
TKT00832,I have suggestions to improve the usability of the product.,38,4
TKT00833,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,37,0
TKT00834,The application crashes frequently and shows unexpected errors.,58,2
TKT00835,I have suggestions to improve the usability of the product.,3,2
TKT00836,I need assistance updating my account details and password.,12,3
TKT00837,The application crashes frequently and shows unexpected errors.,36,4
TKT00838,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,23,1
TKT00839,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,6,3
TKT00840,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,54,2
TKT00841,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,37,3
TKT00842,I was charged incorrectly and need clarification on my invoice.,45,0
TKT00843,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,28,1
TKT00844,I have suggestions to improve the usability of the product.,50,1
TKT00845,The application crashes frequently and shows unexpected errors.,3,2
TKT00846,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,5,3
TKT00847,I was charged incorrectly and need clarification on my invoice.,57,1
TKT00848,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,7,1
TKT00849,I would like more information about pricing and subscription plans.,37,2
TKT00850,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,7,5
TKT00851,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,18,0
TKT00852,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,41,5
TKT00853,I need assistance updating my account details and password.,6,3
TKT00854,I would like more information about pricing and subscription plans.,54,2
TKT00855,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,26,0
TKT00856,I have suggestions to improve the usability of the product.,7,0
TKT00857,I have suggestions to improve the usability of the product.,7,4
TKT00858,I need assistance updating my account details and password.,10,1
TKT00859,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,14,1
TKT00860,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,27,5
TKT00861,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,43,2
TKT00862,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,18,3
TKT00863,I need assistance updating my account details and password.,52,0
TKT00864,I have suggestions to improve the usability of the product.,53,1
TKT00865,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,44,0
TKT00866,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,41,2
TKT00867,I would like more information about pricing and subscription plans.,16,1
TKT00868,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,26,2
TKT00869,I have suggestions to improve the usability of the product.,13,6
TKT00870,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,40,3
TKT00871,I have suggestions to improve the usability of the product.,9,3
TKT00872,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,30,2
TKT00873,I was charged incorrectly and need clarification on my invoice.,48,1
TKT00874,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,11,2
TKT00875,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,22,5
TKT00876,I was charged incorrectly and need clarification on my invoice.,17,1
TKT00877,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,8,5
TKT00878,I have suggestions to improve the usability of the product.,6,0
TKT00879,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,41,1
TKT00880,I would like more information about pricing and subscription plans.,43,0
TKT00881,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,1,1
TKT00882,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,7,5
TKT00883,I have suggestions to improve the usability of the product.,40,0
TKT00884,I need assistance updating my account details and password.,23,1
TKT00885,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,14,3
TKT00886,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,48,2
TKT00887,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,26,0
TKT00888,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,9,3
TKT00889,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,49,2
TKT00890,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,26,5
TKT00891,I was charged incorrectly and need clarification on my invoice.,13,1
TKT00892,I would like more information about pricing and subscription plans.,59,4
TKT00893,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,23,1
TKT00894,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,42,4
TKT00895,I have suggestions to improve the usability of the product.,56,3
TKT00896,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,24,1
TKT00897,I was charged incorrectly and need clarification on my invoice.,29,1
TKT00898,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,53,1
TKT00899,I have suggestions to improve the usability of the product.,46,4
TKT00900,I would like more information about pricing and subscription plans.,20,1
TKT00901,I have suggestions to improve the usability of the product.,13,3
TKT00902,I was charged incorrectly and need clarification on my invoice.,44,2
TKT00903,I have suggestions to improve the usability of the product.,51,0
TKT00904,I have suggestions to improve the usability of the product.,48,6
TKT00905,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,50,0
TKT00906,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,9,0
TKT00907,I have suggestions to improve the usability of the product.,32,1
TKT00908,I would like more information about pricing and subscription plans.,5,1
TKT00909,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,4,1
TKT00910,I need assistance updating my account details and password.,3,5
TKT00911,The application crashes frequently and shows unexpected errors.,22,0
TKT00912,I was charged incorrectly and need clarification on my invoice.,25,5
TKT00913,I was charged incorrectly and need clarification on my invoice.,54,2
TKT00914,I have suggestions to improve the usability of the product.,25,4
TKT00915,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,51,4
TKT00916,The application crashes frequently and shows unexpected errors.,53,0
TKT00917,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,59,2
TKT00918,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,17,5
TKT00919,I would like more information about pricing and subscription plans.,53,3
TKT00920,The application crashes frequently and shows unexpected errors.,9,1
TKT00921,The application crashes frequently and shows unexpected errors.,17,0
TKT00922,I need assistance updating my account details and password.,45,3
TKT00923,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,59,1
TKT00924,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,35,4
TKT00925,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,55,2
TKT00926,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,14,2
TKT00927,The application crashes frequently and shows unexpected errors.,26,3
TKT00928,The application crashes frequently and shows unexpected errors.,59,1
TKT00929,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,41,0
TKT00930,I would like more information about pricing and subscription plans.,57,4
TKT00931,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,46,4
TKT00932,The application crashes frequently and shows unexpected errors.,28,1
TKT00933,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,42,1
TKT00934,I need assistance updating my account details and password.,53,0
TKT00935,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,22,3
TKT00936,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,27,4
TKT00937,I was charged incorrectly and need clarification on my invoice.,35,1
TKT00938,I have suggestions to improve the usability of the product.,26,6
TKT00939,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,50,2
TKT00940,I need assistance updating my account details and password.,32,2
TKT00941,I would like more information about pricing and subscription plans.,26,1
TKT00942,I was charged incorrectly and need clarification on my invoice.,51,0
TKT00943,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,51,3
TKT00944,I need assistance updating my account details and password.,49,1
TKT00945,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,55,0
TKT00946,I have suggestions to improve the usability of the product.,42,2
TKT00947,I would like more information about pricing and subscription plans.,57,2
TKT00948,I have suggestions to improve the usability of the product.,25,1
TKT00949,I would like more information about pricing and subscription plans.,2,0
TKT00950,The application crashes frequently and shows unexpected errors.,21,1
TKT00951,I have suggestions to improve the usability of the product.,25,2
TKT00952,I need assistance updating my account details and password.,15,0
TKT00953,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,48,1
TKT00954,I was charged incorrectly and need clarification on my invoice.,23,6
TKT00955,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,58,2
TKT00956,I need assistance updating my account details and password.,41,2
TKT00957,I was charged incorrectly and need clarification on my invoice.,3,4
TKT00958,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,21,4
TKT00959,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,46,0
TKT00960,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,29,0
TKT00961,I was charged incorrectly and need clarification on my invoice.,27,0
TKT00962,I have suggestions to improve the usability of the product.,20,1
TKT00963,The application crashes frequently and shows unexpected errors.,17,1
TKT00964,The application crashes frequently and shows unexpected errors.,50,4
TKT00965,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,37,4
TKT00966,I would like more information about pricing and subscription plans.,31,1
TKT00967,I was charged incorrectly and need clarification on my invoice.,13,6
TKT00968,I need assistance updating my account details and password.,28,0
TKT00969,The application crashes frequently and shows unexpected errors.,53,1
TKT00970,I was charged incorrectly and need clarification on my invoice.,1,3
TKT00971,I was charged incorrectly and need clarification on my invoice.,44,3
TKT00972,The application crashes frequently and shows unexpected errors.,44,2
TKT00973,I need assistance updating my account details and password.,42,4
TKT00974,I need assistance updating my account details and password.,34,3
TKT00975,I have suggestions to improve the usability of the product.,33,1
TKT00976,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,26,3
TKT00977,I would like more information about pricing and subscription plans.,55,2
TKT00978,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,6,3
TKT00979,I need assistance updating my account details and password.,49,1
TKT00980,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,24,3
TKT00981,I was charged incorrectly and need clarification on my invoice.,4,2
TKT00982,The application crashes frequently and shows unexpected errors.,38,1
TKT00983,I would like more information about pricing and subscription plans.,9,1
TKT00984,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,56,3
TKT00985,I need assistance updating my account details and password.,53,1
TKT00986,I have suggestions to improve the usability of the product.,18,4
TKT00987,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,27,3
TKT00988,I would like more information about pricing and subscription plans.,39,1
TKT00989,The application crashes frequently and shows unexpected errors.,27,4
TKT00990,The application crashes frequently and shows unexpected errors.,11,0
TKT00991,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,1,3
TKT00992,I was charged incorrectly and need clarification on my invoice.,53,3
TKT00993,I need assistance updating my account details and password.,13,2
TKT00994,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,16,0
TKT00995,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,54,1
TKT00996,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,43,1
TKT00997,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,46,1
TKT00998,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,11,0
TKT00999,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,25,2
TKT01000,I need assistance updating my account details and password.,15,3
TKT01001,I was charged incorrectly and need clarification on my invoice.,44,3
TKT01002,I have suggestions to improve the usability of the product.,45,4
TKT01003,The application crashes frequently and shows unexpected errors.,36,3
TKT01004,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,34,1
TKT01005,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,13,0
TKT01006,I was charged incorrectly and need clarification on my invoice.,8,4
TKT01007,The application crashes frequently and shows unexpected errors.,2,2
TKT01008,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,1,3
TKT01009,The application crashes frequently and shows unexpected errors.,38,1
TKT01010,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,50,2
TKT01011,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,38,1
TKT01012,The application crashes frequently and shows unexpected errors.,27,1
TKT01013,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,2,1
TKT01014,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,52,3
TKT01015,I need assistance updating my account details and password.,58,3
TKT01016,I was charged incorrectly and need clarification on my invoice.,28,2
TKT01017,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,17,1
TKT01018,I would like more information about pricing and subscription plans.,10,3
TKT01019,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,46,1
TKT01020,I have suggestions to improve the usability of the product.,40,1
TKT01021,I need assistance updating my account details and password.,29,2
TKT01022,I need assistance updating my account details and password.,47,1
TKT01023,I need assistance updating my account details and password.,1,3
TKT01024,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,23,3
TKT01025,I need assistance updating my account details and password.,26,5
TKT01026,I would like more information about pricing and subscription plans.,31,3
TKT01027,I have suggestions to improve the usability of the product.,22,1
TKT01028,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,18,2
TKT01029,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,34,4
TKT01030,I was charged incorrectly and need clarification on my invoice.,2,2
TKT01031,I need assistance updating my account details and password.,25,2
TKT01032,I need assistance updating my account details and password.,4,1
TKT01033,I have suggestions to improve the usability of the product.,16,0
TKT01034,I have suggestions to improve the usability of the product.,36,0
TKT01035,I was charged incorrectly and need clarification on my invoice.,25,2
TKT01036,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,27,0
TKT01037,I was charged incorrectly and need clarification on my invoice.,17,3
TKT01038,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,32,2
TKT01039,The application crashes frequently and shows unexpected errors.,38,1
TKT01040,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,15,1
TKT01041,I would like more information about pricing and subscription plans.,10,2
TKT01042,I would like more information about pricing and subscription plans.,45,4
TKT01043,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,3,4
TKT01044,I need assistance updating my account details and password.,20,0
TKT01045,I have suggestions to improve the usability of the product.,23,3
TKT01046,I was charged incorrectly and need clarification on my invoice.,57,4
TKT01047,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,28,2
TKT01048,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,39,4
TKT01049,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,18,4
TKT01050,The application crashes frequently and shows unexpected errors.,25,0
TKT01051,I was charged incorrectly and need clarification on my invoice.,7,2
TKT01052,I would like more information about pricing and subscription plans.,11,0
TKT01053,I need assistance updating my account details and password.,39,2
TKT01054,The application crashes frequently and shows unexpected errors.,59,1
TKT01055,I was charged incorrectly and need clarification on my invoice.,56,2
TKT01056,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,47,0
TKT01057,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,9,1
TKT01058,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,5,4
TKT01059,I would like more information about pricing and subscription plans.,45,1
TKT01060,I have suggestions to improve the usability of the product.,51,0
TKT01061,I need assistance updating my account details and password.,46,3
TKT01062,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,1,2
TKT01063,The application crashes frequently and shows unexpected errors.,52,4
TKT01064,I have suggestions to improve the usability of the product.,20,1
TKT01065,The application crashes frequently and shows unexpected errors.,9,0
TKT01066,The application crashes frequently and shows unexpected errors.,41,1
TKT01067,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,27,2
TKT01068,I need assistance updating my account details and password.,40,2
TKT01069,I would like more information about pricing and subscription plans.,24,2
TKT01070,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,57,0
TKT01071,The application crashes frequently and shows unexpected errors.,31,1
TKT01072,I have suggestions to improve the usability of the product.,24,5
TKT01073,The application crashes frequently and shows unexpected errors.,32,2
TKT01074,I would like more information about pricing and subscription plans. The issue is urgent and needs resolution soon.,27,4
TKT01075,I was charged incorrectly and need clarification on my invoice.,20,3
TKT01076,I was charged incorrectly and need clarification on my invoice.,14,1
TKT01077,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,12,2
TKT01078,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,24,1
TKT01079,I need assistance updating my account details and password.,41,2
TKT01080,I was charged incorrectly and need clarification on my invoice. The issue is urgent and needs resolution soon.,49,3
TKT01081,I have suggestions to improve the usability of the product.,49,3
TKT01082,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,12,1
TKT01083,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,37,2
TKT01084,I need assistance updating my account details and password.,34,3
TKT01085,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,38,3
TKT01086,I have suggestions to improve the usability of the product.,27,3
TKT01087,I would like more information about pricing and subscription plans.,1,3
TKT01088,The application crashes frequently and shows unexpected errors.,43,2
TKT01089,The application crashes frequently and shows unexpected errors.,56,2
TKT01090,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,47,3
TKT01091,The application crashes frequently and shows unexpected errors.,45,1
TKT01092,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,28,4
TKT01093,The application crashes frequently and shows unexpected errors.,50,1
TKT01094,The application crashes frequently and shows unexpected errors.,50,1
TKT01095,The application crashes frequently and shows unexpected errors.,45,3
TKT01096,I need assistance updating my account details and password.,53,2
TKT01097,I was charged incorrectly and need clarification on my invoice.,1,3
TKT01098,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,17,2
TKT01099,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,42,2
TKT01100,I need assistance updating my account details and password. The issue is urgent and needs resolution soon.,33,1
TKT01101,I have suggestions to improve the usability of the product. The issue is urgent and needs resolution soon.,39,2
TKT01102,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,7,1
TKT01103,I would like more information about pricing and subscription plans.,21,2
TKT01104,I would like more information about pricing and subscription plans.,30,0
TKT01105,I was charged incorrectly and need clarification on my invoice.,37,2
TKT01106,The application crashes frequently and shows unexpected errors.,28,3
TKT01107,I have suggestions to improve the usability of the product.,54,3
TKT01108,The application crashes frequently and shows unexpected errors.,2,3
TKT01109,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,58,1
TKT01110,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,21,5
TKT01111,I would like more information about pricing and subscription plans.,39,3
TKT01112,I need assistance updating my account details and password.,2,2
TKT01113,I have suggestions to improve the usability of the product.,38,1
TKT01114,I need assistance updating my account details and password.,40,1
TKT01115,I was charged incorrectly and need clarification on my invoice.,19,6
TKT01116,I would like more information about pricing and subscription plans.,37,0
TKT01117,I would like more information about pricing and subscription plans.,2,0
TKT01118,I was charged incorrectly and need clarification on my invoice.,31,3
TKT01119,I need assistance updating my account details and password.,45,1
TKT01120,The application crashes frequently and shows unexpected errors. The issue is urgent and needs resolution soon.,1,1
